0.0,-1.717275411,0.205312247
1.0,1.44932314,2.272996126
0.0,1.489446474,0.891029772
0.0,0.456411213,0.449373423
1.0,1.341497402,2.256578889
0.0,-1.426485467,-1.073283824
1.0,1.725543801,-1.905092887
1.0,-0.959948402,0.317621917
0.0,2.111217225,-0.90034669
1.0,-1.048561582,0.477557441
1.0,-0.471772322,1.010399189
1.0,-0.951652284,0.475032677
1.0,2.881197889,-1.159777735
0.0,0.475450271,-0.342374453
0.0,0.31835386,-0.645768574
0.0,-2.137833079,0.439687537
0.0,0.164050014,2.303845161
0.0,1.688923848,1.7917711
0.0,-1.186151099,1.410087928
0.0,1.239426584,-1.427849462
0.0,-0.002281433,-0.008433356
1.0,0.615548419,1.247830548
0.0,0.095546493,0.553242674
1.0,-1.236434726,-0.326859305
0.0,-0.106358374,-0.175040485
1.0,0.169648976,1.138710513
0.0,-0.09929554,-2.111677098
1.0,0.112705261,1.243462367
0.0,-1.383831862,1.171482156
1.0,2.990280179,0.136794773
0.0,-1.045076131,-1.625078026
0.0,1.800445621,1.471356175
0.0,0.032332182,1.730387897
0.0,-0.125428076,-0.604590958
0.0,-0.441988571,-1.57995536
1.0,0.277323293,-4.957120061
0.0,-1.789845236,0.696171372
0.0,0.287477105,-1.564374238
1.0,1.317138512,-2.036928351
0.0,-1.61651516,0.501651238
1.0,1.099011757,-0.205253788
1.0,3.529943306,-0.039363332
1.0,0.756206719,-0.853068762
1.0,2.279567921,-4.286137533
1.0,0.047553491,-5.059465702
1.0,2.498008973,0.73759841
1.0,-3.638636838,-0.643771915
0.0,0.325227481,2.261848423
0.0,-0.652708576,1.62228472
0.0,0.340692412,-0.458361017
0.0,0.13457789,1.462981898
0.0,-1.570326017,1.676695352
1.0,-0.050956669,1.210733847
1.0,-0.629175405,0.600850048
0.0,0.926424407,0.499620651
1.0,-1.370782471,3.831888726
1.0,-0.866280247,-0.324044717
0.0,-0.965587323,1.327464228
0.0,-0.316036633,0.677973603
0.0,-0.471285631,-2.242045503
1.0,0.716043114,-0.990638207
0.0,1.39536274,0.641000498
1.0,2.18325532,-1.350815278
1.0,-3.203170574,2.63718776
1.0,-0.99333552,-0.374494234
0.0,-1.647215749,0.348023657
0.0,1.395711674,0.556649445
1.0,-0.721398143,0.930380684
0.0,0.066458689,0.006375356
